Label,MaxLongestRepeatingCharacterSubject,MinCharacterDiversitySubject,RatioNonAlphaNumToAllSubject,RatioDigitToAllSubject,RatioUpperToAllSubject,RatioUpperLowerSubject,CountCharsSubject,AllCountCapWordSubject,CountCapWordSubject,AllCountDigitWordSubject,SingleCharWordsSubject,WordsMaxCharSubject,AlphaOnlySubject,SingleDigitWordsSubject,AlphaNumericSubject,SingleLetterWordsSubject,MultipartMixedUnique,MultipartAlternativeUnique,TextPlainUnique,Year,Month,CountOfTo,Day,Hour,Minute,Second,VocabularyRichness,Legomena,Dislegomena,YuleK,Entropy,Sichel,Honore,TFISFWithoutStopwords,MaxLongestRepeatingCharacter,MinCharacterDiversity,UniqueHTMLAnchor,RatioNonAlphaNumToAll,RatioDigitToAll,RatioUpperToAll,RatioUpperLower,AvgWordsinSentences,AvgCharinParagraphs,AvgWordsinParagraphs,AvgSentenceinParagraphs,CountofParagraphs,SpamWords,FunctionWords,HTMLAnchor,HTMLNotAnchor,HTMLImage,LongestCapital,CountCapWord,SenBegLower,CountLines,SenBegUpper,AllCountDigitWord,CountSentence,SingleCharWords,HTMLTags,DuplicateWords,CountLowerChars,TFISF,SingleDigitWords,AllCountCapWord,QuestionMark,SingleLetterWords,ExclamationMark,CountUpperChars,Comma,CountWord,SemiColon,Colon,SingleQuote,Period,Space,Tab,Dollar,Ellipsis,WordsMinChar,MultipleExclamationMarks,AlphaOnly,AlphaChars,MultipleQuestionMarks,SpecialChars,WordsMaxChar,CountDigitChars,WordsAVGChar,CountWordLess3Char,CountChars,CountWordLonger6Char,AlphaNumeric,UniqueContentTypesAttachment,CountOfAttachments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.364261602,0.4,0.666666667,0.6,1,50,0,3,0,2,12,5,0,1,0,0,0,0,2002,9,1,2,3,58,36,0.761363636,57,8,178.2024793,3.988559765,0.119402985,2999.815666,63,3,1.258925412,0,0.4,1,1,1,17.66666667,32,6.625,1.125,8,1,16,0,3,0,5,25,28,12,25,3,3,27,3,5,238,80,1,6,1,2,0,39,4,62,0,13,1,6,54,0,2,1,1,0,49,277,0,94,12,18,3.568181818,23,400,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.305299881,0.4,0,0.6,0.111111111,33,0,1,0,0,5,5,0,0,0,0,0,1,2002,8,1,5,15,49,24,0.744525547,83,10,66.06638606,4.480344216,0.098039216,2641.252918,151,55,1.158141915,0,0.5,0.098360656,1,0.5,13.125,27.11111111,5.833333333,1.111111111,18,4,46,0,1,0,4,20,91,31,20,0,8,22,1,15,610,247,0,2,2,3,1,26,6,112,0,4,1,14,142,0,0,0,1,0,105,636,0,301,11,6,4.919708029,41,973,27,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.305299881,0.4,0,1,0.111111111,37,1,2,0,1,5,6,0,0,0,0,0,1,2002,8,2,5,15,49,46,0.596638655,89,35,67.08565779,4.758303751,0.246478873,1466.155539,270,55,1.158141915,0,0.696202532,1,1,1,14.83333333,24.375,5.5625,1.15625,32,6,81,0,1,0,4,45,145,51,45,2,12,39,1,38,1039,422,0,9,4,8,2,58,8,198,0,13,2,27,214,0,0,0,1,0,176,1097,0,534,11,15,5.210084034,74,1696,44,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.296839555,0.4,0,0.6,0.25,33,0,2,0,0,8,3,0,0,0,0,0,1,2002,8,1,5,15,51,22,0.794871795,78,11,64.28519249,4.411682822,0.11827957,2952.54784,136,56,1.158141915,0,0.5,1,1,0.6,13,19.5,4.875,1.125,16,3,38,0,1,0,4,28,60,26,28,2,6,25,1,12,495,206,2,9,2,8,1,39,1,99,0,12,3,19,113,0,0,0,1,0,76,534,0,290,13,32,5.504273504,39,881,21,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.305299881,0.4,0.75,0.6,0.25,40,0,2,0,1,5,4,0,0,0,0,0,1,2002,8,1,5,20,5,44,0.687861272,89,18,66.82481874,4.611193505,0.151260504,2044.138999,159,55,1.158141915,0,0.333333333,0.666666667,1,0.5,16,35.76470588,8.470588235,1.294117647,17,4,73,0,1,0,4,18,134,26,18,0,9,28,1,26,724,309,0,9,2,10,1,24,5,153,0,4,3,15,138,0,0,0,1,0,143,748,0,288,11,9,4.549132948,66,1070,31,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.305299881,0.4,0.75,0.6,1,44,0,3,0,2,5,5,0,0,0,0,0,1,2002,8,1,5,21,40,4,0.674208145,117,20,81.07942098,4.757980218,0.134228188,2513.519508,258,128,1.158141915,0,0.5,1,1,1,15.1,27.91666667,6.291666667,1.25,24,3,63,0,1,0,4,37,125,41,37,2,10,48,1,21,823,381,0,10,2,10,1,45,12,171,0,9,4,20,178,5,0,0,1,0,146,868,0,613,16,17,4.28959276,68,1538,38,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.296839555,0.4,0,0.6,1,37,0,3,0,1,8,4,0,0,0,0,0,0,2002,8,2,1,19,59,52,0.643564356,97,17,86.26605235,4.633885556,0.130769231,2091.13576,216,4,1.237726285,0,0.5,1,1,1,18.14285714,32.125,7.9375,1.1875,16,2,53,0,1,0,7,36,97,23,36,2,7,54,1,22,522,318,0,8,1,11,0,49,8,155,0,16,7,14,147,0,3,1,1,0,124,571,0,231,9,36,3.391089109,68,860,31,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.296839555,0.4,0,0.6,1,37,0,3,0,1,8,4,0,0,0,0,0,1,2002,8,1,1,19,59,50,0.7890625,84,14,67.13867188,4.481821828,0.138613861,2882.676804,154,56,1.158141915,0,0.4,1,1,1,11.28571429,19,4.647058824,1.176470588,17,2,34,0,3,0,4,26,62,28,26,2,7,29,3,11,544,223,2,5,3,4,1,39,2,100,0,14,1,22,112,0,0,0,1,0,77,583,0,308,9,32,5.484375,36,950,25,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.296839555,0.4,0,1,0.25,37,1,3,0,1,8,4,0,0,0,0,0,1,2002,8,2,1,19,59,57,0.608294931,76,44,79.84879696,4.696951056,0.333333333,1268.118662,273,56,1.158141915,0,0.696202532,1,1,1,12.54545455,18.76666667,4.6,1.133333333,30,4,58,0,3,0,4,50,105,47,50,4,11,43,3,39,942,392,2,8,5,5,2,70,4,173,0,24,2,36,174,0,0,0,1,0,134,1012,0,534,9,41,5.705069124,61,1633,41,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.296839555,0.4,0,0.6,1,37,0,3,0,1,8,4,0,0,0,0,0,0,2002,8,1,1,20,0,14,0.668874172,80,8,106.1356958,4.38645541,0.079207921,2413.072683,97,3,1.237726285,0,0.5,1,1,1,24.75,37.58333333,8.25,1.083333333,12,0,33,0,2,0,3,14,87,16,14,2,4,36,2,12,455,136,0,3,0,3,0,19,8,114,0,5,2,7,100,0,2,1,1,0,94,474,0,157,12,20,3.569536424,48,666,28,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.320469248,0,0,0.5,1,21,0,2,0,1,9,3,0,0,0,0,0,1,2002,9,2,2,22,5,19,0.508823529,121,26,125.2595156,4.713150733,0.150289017,1939.245369,415,4,1.212663323,0,0.5,1,1,2.5,15.75,32.94117647,7.441176471,1.264705882,34,8,106,0,1,0,5,36,221,58,36,2,16,65,1,41,1173,681,0,3,1,9,0,44,17,267,0,6,3,30,260,0,0,2,1,0,250,1217,0,386,11,6,3.764705882,111,1666,62,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0,0,0.333333333,0.5,18,0,3,0,0,7,3,0,0,0,0,0,1,2002,9,1,2,22,5,21,0.748148148,82,10,63.64883402,4.477658356,0.099009901,2607.540803,144,5,1.153178986,0,0.5,0.5,1,1.833333333,21.4,26.15,5.35,1.15,20,0,52,0,1,0,9,31,80,28,31,0,5,20,1,14,435,224,0,13,1,6,0,124,1,114,0,5,0,7,103,0,0,0,1,0,101,559,0,161,22,16,4.407407407,44,763,28,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0,0,0.5,1,22,0,4,0,1,7,4,0,0,0,0,0,1,2002,9,1,3,3,3,23,0.751937984,79,13,74.51475272,4.422516713,0.134020619,2618.898907,168,5,1.128139694,0,0.5,1,1,2.2,14.5,23.76190476,4.142857143,1.095238095,21,0,28,0,1,0,9,36,53,30,36,2,6,24,1,10,434,217,1,12,1,1,0,132,2,100,0,9,2,12,83,0,0,0,1,0,79,566,0,166,42,28,4.953488372,29,789,27,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0,0,0.5,1,22,0,4,0,1,7,4,0,0,0,0,0,1,2002,9,1,3,16,22,1,0.657534247,106,21,62.96782803,4.775406782,0.145833333,2042.17455,248,5,1.169732056,0,0.5,1,1,4.666666667,14.72727273,30.53846154,6.230769231,1.153846154,26,3,74,0,1,0,9,44,123,38,44,1,11,33,1,32,702,389,0,13,4,4,0,144,5,173,0,6,0,11,159,0,0,0,1,0,155,846,0,249,22,20,4.114155251,70,1152,42,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0,0,0.5,1,22,0,4,0,1,7,4,0,0,0,0,0,1,2002,9,1,3,16,21,58,0.497663551,149,29,105.5769063,4.906670822,0.136150235,2016.551939,502,2,1.228740676,0,0.5,1,1,2,17,41.40540541,9.189189189,1.243243243,37,7,179,0,3,0,5,31,315,53,31,3,20,57,3,55,1553,861,3,7,3,15,0,45,12,370,0,2,2,28,331,0,0,0,1,0,336,1598,0,429,13,4,4.002336449,159,2083,80,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0,0,0.5,1,22,0,4,0,1,7,4,0,0,0,0,0,1,2002,9,1,3,23,43,42,0.526699029,158,30,121.4770478,4.899304531,0.138248848,2214.511978,508,3,1.228740676,0,0.5,1,1,3,12.64,41.6,9.028571429,1.285714286,35,8,159,0,3,0,4,34,289,55,34,1,25,76,3,51,1485,863,0,5,5,6,0,46,15,331,3,2,5,21,323,0,0,0,1,0,315,1531,0,424,14,5,3.813106796,144,2014,79,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0,0,0.5,1,22,0,4,0,1,7,4,0,0,0,0,0,1,2002,9,1,3,23,43,47,0.610169492,104,28,112.3958633,4.654292408,0.194444444,1966.97945,321,2,1.228838601,0,0.5,0.25,1,3,11.29411765,42.6,9.6,1.45,20,1,99,0,1,0,4,26,168,31,26,0,17,41,1,35,850,535,0,5,4,6,0,40,4,196,1,3,2,13,205,0,0,0,1,0,191,890,0,253,12,1,3.805084746,87,1174,41,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0,0,0.5,1,22,0,4,0,1,7,4,0,0,0,0,0,1,2002,9,1,3,23,43,53,0.572207084,155,28,83.00603613,4.988041299,0.133333333,2254.774524,485,2,1.228838601,0,0.5,1,1,2,12.95833333,47.89655172,10.68965517,1.517241379,29,5,163,0,1,0,6,46,272,38,46,1,24,57,1,49,1358,822,0,15,9,16,0,70,5,325,0,2,12,15,324,0,1,0,1,0,310,1428,0,384,13,3,3.945504087,147,1852,70,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0,0,0.5,1,22,0,4,0,1,7,4,0,0,0,0,0,1,2002,9,1,3,23,43,55,0.6875,44,18,95.48611111,4.068104948,0.272727273,1369.304457,93,3,1.203938086,0,0.333333333,0,0.75,3,9.25,29.3,7.4,1.4,10,1,45,0,1,0,3,13,65,19,13,0,8,14,1,16,325,176,0,0,2,1,0,17,2,78,0,3,2,10,82,0,0,0,1,0,74,342,0,117,8,0,3.729166667,39,477,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.316074013,0.4,0,0.6,0.5,31,0,2,0,0,9,5,0,0,0,0,0,1,1899,12,1,6,0,0,0,0.872340426,36,4,63.37709371,3.662040914,0.097560976,3157.121033,27,5,1.24573094,0,0.333333333,0,1,0.4,12.33333333,34.2,7.4,1.2,5,0,16,0,1,0,4,9,29,8,9,0,3,5,1,3,175,46,0,4,0,0,0,18,3,39,0,1,1,8,33,0,0,1,2,0,37,193,0,51,11,0,4.276595745,20,251,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.316074013,0.4,0,0.6,0.125,31,0,1,0,0,9,5,0,0,0,0,0,1,1899,12,1,6,0,0,0,0.514476615,167,31,110.9121483,4.958498699,0.134199134,2204.253574,518,3,1.262605211,0,0.5,1,1,1,15.63636364,42.58823529,10.08823529,1.352941176,34,8,179,0,1,0,4,37,313,46,37,1,22,88,1,54,1459,906,0,12,1,18,0,40,15,369,0,5,11,39,368,0,0,5,1,0,342,1499,0,485,13,10,3.489977728,165,2039,56,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.316074013,0.4,0,0.6,0.5,31,0,2,0,0,9,5,0,0,0,0,0,1,1899,12,1,6,0,0,0,0.829787234,34,3,108.6464464,3.57355404,0.076923077,3003.115129,25,5,1.296839555,0,0,0,1,0.4,9,30,7.4,1.4,5,0,18,0,1,0,4,8,28,8,8,0,4,10,1,3,135,45,0,4,0,2,0,15,1,36,0,1,0,7,38,0,0,1,1,0,36,150,0,51,10,0,3.106382979,18,208,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.316074013,0.4,0,0.6,0.125,22,0,1,0,1,9,3,0,0,0,0,0,1,1899,12,1,6,0,0,0,0.591078067,112,29,85.68151352,4.779751551,0.182389937,1892.678956,221,3,1.276518007,0,0.5,1,1,1,22.8,48.52631579,12,1.263157895,19,7,124,0,5,0,4,22,206,23,22,2,10,44,5,41,911,444,0,11,2,17,0,27,12,241,0,0,5,9,221,0,0,0,1,0,226,938,0,265,10,12,3.646840149,108,1237,36,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.316074013,0.4,0,0.6,0.125,22,0,1,0,1,9,3,0,0,0,0,0,1,1899,12,1,6,0,0,0,0.555555556,147,24,80.24691358,4.946120185,0.12,2221.171333,434,3,1.266302342,0,0.5,1,1,1,19.8,46.07407407,11.03703704,1.37037037,27,8,150,0,7,0,4,36,260,34,36,2,15,51,7,44,1233,761,0,11,4,15,0,46,12,321,0,0,8,11,330,0,0,0,1,0,293,1279,0,399,12,24,3.777777778,141,1735,50,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.316074013,0.4,0,0.6,0.125,31,0,1,0,0,9,5,0,0,0,0,0,1,1899,12,1,6,0,0,0,0.557251908,158,30,77.95453515,5.033188307,0.136986301,2144.695582,381,2,1.224303832,0,0.5,1,1,1,27.54545455,44.29032258,9.774193548,1.161290323,31,7,149,0,3,0,4,28,287,38,28,1,11,53,3,48,1447,630,0,8,1,5,0,47,14,338,1,2,15,11,299,0,0,0,1,0,302,1494,0,400,11,4,4.048346056,129,1935,68,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.316074013,0.4,0,0.6,0.125,22,0,1,0,1,9,3,0,0,0,0,0,1,1899,12,1,6,0,0,0,0.583941606,122,14,109.2226544,4.728801343,0.0875,2363.422361,259,3,1.198421607,0,0.5,1,1,1,22,38.36363636,9,1.136363636,22,4,102,0,3,0,4,18,188,32,18,1,9,52,3,30,929,431,1,8,0,14,0,28,23,230,0,1,9,16,208,0,0,0,1,0,197,957,0,295,12,20,3.835766423,93,1303,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.258925412,0.4,0,0.6,1,65,0,5,0,1,9,7,0,0,0,0,0,1,1899,12,1,6,0,0,0,0.520446097,93,22,129.0750542,4.576482756,0.157142857,1666.509773,412,10,1.187058935,0,0.5,1,1,1.666666667,8.4,15.66666667,3.696969697,1.121212121,33,0,53,0,7,0,5,52,98,51,52,3,15,89,7,20,744,549,1,10,3,10,2,142,3,169,4,14,5,19,144,0,0,0,1,0,114,886,1,344,12,111,3.981412639,59,1391,61,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.316074013,0.4,0,0.6,0.125,23,0,1,0,1,9,3,0,0,0,0,0,1,1899,12,1,6,0,0,0,0.678832117,69,16,101.2307528,4.339820325,0.172043011,1906.492609,136,2,1.198421607,0,0.5,0,1,1,19,38,8.636363636,1.181818182,11,1,45,0,3,0,3,10,91,19,10,0,5,25,3,18,479,215,0,1,0,4,0,10,9,114,0,1,4,9,110,0,0,0,1,0,95,489,0,161,9,0,3.99270073,35,668,26,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.364261602,0.4,0.666666667,0.6,1,50,0,3,0,2,12,5,0,1,0,0,0,0,2002,9,1,2,3,59,8,0.753246753,96,13,68.30831506,4.589629268,0.112068966,2921.432509,195,5,1.230075506,0,0.5,1,1,1,20.2,36.41666667,8.416666667,1.083333333,12,4,33,0,3,0,5,31,70,17,31,6,5,35,3,10,423,254,1,5,0,6,0,40,8,119,0,10,3,12,117,0,0,1,1,0,93,463,0,178,13,46,3.558441558,47,703,27,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.364261602,0.4,0.666666667,0.6,1,50,0,3,0,2,12,5,0,1,0,0,0,0,2002,9,1,2,4,12,27,0.761363636,57,8,178.2024793,3.988559765,0.119402985,2999.815666,63,3,1.258925412,0,0.4,1,1,1,17.66666667,32,6.625,1.125,8,1,16,0,3,0,5,25,28,12,25,3,3,27,3,5,238,80,1,6,1,2,0,39,4,62,0,13,1,6,54,0,2,1,1,0,49,277,0,94,12,18,3.568181818,23,400,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.348006155,0.4,0,0.6,0.5,38,0,3,0,0,7,6,0,0,0,0,0,1,2002,9,1,2,4,59,22,0.830508475,86,7,45.9638035,4.48946481,0.071428571,3896.05911,157,55,1.158141915,0,0.5,0.098360656,1,1,10.625,16.27272727,3.863636364,1.090909091,22,2,30,0,3,0,4,29,65,38,29,0,8,22,3,11,527,222,0,7,3,6,3,38,0,98,0,6,4,16,78,0,0,0,1,0,85,565,0,288,12,6,5.177966102,39,896,18,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.348006155,0.4,0.666666667,0.6,1,51,0,3,0,2,12,5,0,1,0,0,0,1,2002,9,1,2,4,59,25,0.638461538,114,34,57.3964497,4.916955103,0.204819277,1775.140675,300,55,1.158141915,0,0.4,1,1,1,20.625,24.66666667,6.111111111,1.074074074,27,3,68,0,3,0,4,30,143,46,30,6,8,63,3,31,861,447,4,7,2,10,2,45,9,197,1,8,11,14,169,0,2,0,1,0,159,906,0,412,12,31,4.015384615,80,1394,32,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.316074013,0.4,0,1,0.5,56,2,3,0,2,9,4,0,0,0,0,0,1,2002,9,1,2,4,59,28,0.842105263,43,3,98.49184364,3.771087943,0.0625,3881.329217,41,55,1.158141915,0,0.181818182,0.384615385,1,1,10.66666667,14,3.2,1.1,10,2,12,0,1,0,4,12,31,19,12,0,3,12,1,2,397,54,0,2,2,1,1,18,0,44,0,5,0,8,32,0,0,0,1,0,32,415,0,182,10,12,8.140350877,13,627,17,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.349503719,0.4,1,0.6,0.666666667,51,0,3,1,0,11,6,0,0,0,0,0,1,2002,9,1,2,4,59,23,0.770114943,56,6,95.12485137,4.069344774,0.089552239,2720.144036,108,76,1.144271712,0,0.210526316,0.8,1,0.5,10.8,16.4,3.6,1.066666667,15,3,22,0,1,0,8,20,42,30,20,0,5,17,1,7,427,145,0,5,3,1,1,39,2,64,0,7,0,15,162,0,0,0,1,0,54,466,0,429,10,21,6.114942529,23,945,21,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.348006155,0.4,1,0.6,0.666666667,43,0,3,1,0,7,5,0,1,0,0,0,1,2002,9,1,2,4,59,30,0.752475248,60,11,76.46309185,4.209393228,0.144736842,2192.182245,128,56,1.144271712,0,0.333333333,0.8,1,0.5,7.625,19.61538462,4.692307692,1.307692308,13,2,27,0,1,0,4,14,58,30,14,0,8,19,1,11,478,185,0,2,3,2,1,20,2,76,0,7,1,19,69,0,0,0,1,0,61,498,0,268,10,27,5.693069307,29,822,21,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.348006155,0.4,0.666666667,0.6,1,51,0,3,0,2,12,5,0,1,0,0,0,1,2002,9,1,2,19,10,48,0.68852459,64,11,95.40446117,4.257950981,0.130952381,2017.688839,160,3,1.193900999,0,0.571428571,1,1,1,8.666666667,29.63636364,7.090909091,1.727272727,11,0,32,0,1,0,3,24,53,21,24,6,9,38,1,12,374,220,3,3,3,5,2,31,3,90,0,7,4,17,85,0,0,1,1,0,72,405,0,152,12,33,3.754098361,37,610,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.379729661,0.4,0.75,0.6,1,26,0,2,0,2,7,3,0,0,0,0,0,1,2002,9,1,2,19,23,29,0.637931034,113,17,83.97740785,4.735044481,0.114864865,2303.191803,226,3,1.276518007,0,0.5,0.75,1,1,14.33333333,32.14285714,8.19047619,1.238095238,21,3,93,0,1,0,3,29,151,33,29,0,12,49,1,26,705,394,0,14,2,16,0,38,5,191,1,1,10,16,185,0,0,1,1,0,170,743,0,248,11,5,3.340517241,93,1028,26,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.270981615,0.4,0.666666667,1,1,63,1,3,0,3,6,7,0,0,0,0,0,1,2002,9,1,3,21,37,8,0.44278607,59,11,280.1910844,3.996234688,0.123595506,1573.313789,168,55,1.158141915,0,0.5,1,1,0.5,18.8,16.44,3.76,1.08,25,2,32,0,1,0,4,17,93,38,17,3,5,46,1,17,673,226,3,10,2,5,1,29,6,125,0,8,1,41,109,0,0,0,1,0,91,702,0,382,10,74,4.258706468,35,1195,42,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0.4,0,0.6,1,49,0,3,0,1,7,8,0,0,0,0,0,1,2002,9,1,3,21,37,13,0.623809524,98,17,88.43537415,4.623562672,0.129770992,2122.639656,264,55,1.158141915,0,0.4,0.098360656,1,1,11.57142857,32.13636364,7.363636364,1.272727273,22,2,83,0,1,0,4,28,141,39,28,0,14,41,1,26,838,463,0,12,3,11,1,46,8,178,0,3,1,18,157,0,0,0,1,0,162,884,0,326,13,6,4.566666667,66,1254,35,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.320469248,0.444444444,0.555555556,1,0.2,73,2,4,0,2,12,3,0,0,0,0,0,1,2002,9,1,3,21,37,15,0.568773234,101,29,80.98284988,4.766407047,0.189542484,1646.136233,326,67,1.158141915,0,0.5,1,1,1,17,20.14285714,4.371428571,1.028571429,35,4,54,0,7,0,4,31,141,53,31,4,9,80,7,32,1053,438,1,6,2,12,1,47,12,194,2,13,1,39,182,5,0,0,1,0,145,1100,0,526,12,101,4.80669145,67,1779,68,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0.4,0.75,1,1,74,2,7,0,3,8,10,0,0,0,0,0,0,2002,9,1,4,17,35,48,0.807692308,35,4,96.15384615,3.654461256,0.095238095,2370.746231,35,2,1.225033466,0,0.4,0,1,0.5,10,26,5.714285714,1,7,0,16,0,1,0,4,5,38,8,5,0,4,8,1,6,219,52,0,1,0,1,0,8,1,45,0,2,2,7,42,0,0,0,1,0,40,227,0,57,8,0,4.673076923,15,291,13,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.231596819,0.4,0,0.6,1,35,0,3,0,2,6,3,0,0,0,0,0,1,2002,9,1,4,17,24,21,0.628691983,110,22,114.6539906,4.70114392,0.147651007,2089.079387,307,56,1.158141915,0,0.5,1,1,1,10.83333333,22.15384615,4.961538462,1.153846154,26,2,48,0,3,0,5,41,102,44,41,6,12,56,3,21,808,402,1,8,5,4,1,90,3,174,0,18,6,31,141,0,0,2,1,0,124,898,0,394,12,60,4.569620253,60,1395,40,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,3,1.313032434,0.5,0.5,0.666666667,0.5,75,0,2,0,3,11,6,0,0,1,0,0,1,2002,9,1,4,17,24,23,0.905405405,62,4,36.5230095,4.154195433,0.059701493,5767.447225,109,55,1.158141915,0,0.5,1,1,0.666666667,9.2,15.33333333,3.833333333,1.083333333,12,2,15,0,1,0,4,22,33,23,22,1,5,14,1,3,369,140,0,7,2,3,1,33,2,60,0,7,1,16,88,0,0,0,1,0,45,402,0,247,9,30,6.432432432,20,701,17,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.305299881,0.4,0,0.6,1.333333333,84,0,3,0,1,8,11,0,0,0,0,0,1,2002,9,1,4,17,35,59,0.703947368,83,18,92.62465374,4.471363512,0.168224299,2239.813399,202,55,1.158141915,0,0.5,1,1,1.333333333,9.4,26.1875,5.875,1.25,16,5,36,0,1,0,10,29,70,27,29,6,10,46,1,18,522,270,4,12,2,8,1,76,1,112,0,10,5,21,97,0,1,1,1,0,88,598,0,280,12,19,4.427631579,45,923,25,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
